prA,prB,agentA,agentB,userA,userB,startA,endA,startB,endB,stateA,stateB,cross,overlap_seconds,repo_id,repo,stratum,draw_index
246,248,OpenAI_Codex,OpenAI_Codex,vinhnx,vinhnx,1760620969.0,1760629765.0,1760621046.0,1760623906.0,merged,merged,False,2860.0,1046809510,vinhnx/vtcode,same,332
20,36,OpenAI_Codex,OpenAI_Codex,desaxce,desaxce,1750079104.0,1760013906.0,1753382978.0,1760015594.0,closed_unmerged,closed_unmerged,False,6630928.0,971551940,project-numina/kimina-lean-server,same,1
20,50,OpenAI_Codex,OpenAI_Codex,desaxce,desaxce,1750079104.0,1760013906.0,1758919685.0,1759849991.0,closed_unmerged,closed_unmerged,False,930306.0,971551940,project-numina/kimina-lean-server,same,2
20,51,OpenAI_Codex,OpenAI_Codex,desaxce,desaxce,1750079104.0,1760013906.0,1760001667.0,1760001736.0,closed_unmerged,closed_unmerged,False,69.0,971551940,project-numina/kimina-lean-server,same,3
36,50,OpenAI_Codex,OpenAI_Codex,desaxce,desaxce,1753382978.0,1760015594.0,1758919685.0,1759849991.0,closed_unmerged,closed_unmerged,False,930306.0,971551940,project-numina/kimina-lean-server,same,4
36,51,OpenAI_Codex,OpenAI_Codex,desaxce,desaxce,1753382978.0,1760015594.0,1760001667.0,1760001736.0,closed_unmerged,closed_unmerged,False,69.0,971551940,project-numina/kimina-lean-server,same,5
3370,3542,Copilot,Copilot,Copilot,Copilot,1747933819.0,1758054198.0,1756740878.0,1758053321.0,closed_unmerged,merged,False,1312443.0,265001214,tokens-studio/figma-plugin,same,39
3370,3557,Copilot,Copilot,Copilot,Copilot,1747933819.0,1758054198.0,1757059628.0,1757142864.0,closed_unmerged,merged,False,83236.0,265001214,tokens-studio/figma-plugin,same,44
3447,3623,Copilot,Copilot,Copilot,Copilot,1751362696.0,1760183677.0,1759943691.0,1760077964.0,closed_unmerged,closed_unmerged,False,134273.0,265001214,tokens-studio/figma-plugin,same,311
3526,3535,Copilot,Copilot,Copilot,Copilot,1756455189.0,1760182509.0,1756480329.0,1756648882.0,closed_unmerged,closed_unmerged,False,168553.0,265001214,tokens-studio/figma-plugin,same,359
3542,3570,Copilot,Copilot,Copilot,Copilot,1756740878.0,1758053321.0,1757510081.0,1757537624.0,merged,closed_unmerged,False,27543.0,265001214,tokens-studio/figma-plugin,same,433
36012,36014,Copilot,Copilot,Copilot,Copilot,1747723906.0,1747726422.0,1747726371.0,1748427956.0,closed_unmerged,closed_unmerged,False,51.0,221981891,microsoft/playwright,same,0
36014,36050,Copilot,Copilot,Copilot,Copilot,1747726371.0,1748427956.0,1747930389.0,1751359089.0,closed_unmerged,closed_unmerged,False,497567.0,221981891,microsoft/playwright,same,1
36014,36059,Copilot,Copilot,Copilot,Copilot,1747726371.0,1748427956.0,1747957857.0,1751353079.0,closed_unmerged,closed_unmerged,False,470099.0,221981891,microsoft/playwright,same,2
36050,36450,Copilot,Copilot,Copilot,Copilot,1747930389.0,1751359089.0,1750923150.0,1751299357.0,closed_unmerged,closed_unmerged,False,376207.0,221981891,microsoft/playwright,same,5
37767,37817,Copilot,Copilot,Copilot,Copilot,1759930912.0,1760954952.0,1760341428.0,1760360925.0,merged,merged,False,19497.0,221981891,microsoft/playwright,same,8
15113,15140,Copilot,Copilot,Copilot,Copilot,1747745130.0,1748374267.0,1747959587.0,1754427837.0,closed_unmerged,closed_unmerged,False,414680.0,104365663,pulumi/docs,same,0
15140,15163,Copilot,Copilot,Copilot,Copilot,1747959587.0,1754427837.0,1748445597.0,1754427761.0,closed_unmerged,closed_unmerged,False,5982164.0,104365663,pulumi/docs,same,1
15140,15493,Copilot,Copilot,Copilot,Copilot,1747959587.0,1754427837.0,1752268154.0,1752268213.0,closed_unmerged,closed_unmerged,False,59.0,104365663,pulumi/docs,same,4
15163,15493,Copilot,Copilot,Copilot,Copilot,1748445597.0,1754427761.0,1752268154.0,1752268213.0,closed_unmerged,closed_unmerged,False,59.0,104365663,pulumi/docs,same,7
15750,15752,Copilot,Copilot,Copilot,Copilot,1755191958.0,1755618897.0,1755192064.0,1756856987.0,closed_unmerged,closed_unmerged,False,426833.0,104365663,pulumi/docs,same,10
41852,41942,Copilot,Copilot,Copilot,Copilot,1751399406.0,1752537194.0,1751998107.0,1752103118.0,merged,merged,False,105011.0,4127088,Azure/azure-sdk-for-python,same,215
42024,42026,Copilot,Copilot,Copilot,Copilot,1752591717.0,1752602427.0,1752594417.0,1752696025.0,merged,closed_unmerged,False,8010.0,4127088,Azure/azure-sdk-for-python,same,248
42027,42127,Copilot,Copilot,Copilot,Copilot,1752594543.0,1754328670.0,1753126248.0,1753370707.0,closed_unmerged,merged,False,244459.0,4127088,Azure/azure-sdk-for-python,same,259
42128,42256,Copilot,Copilot,Copilot,Copilot,1753129912.0,1754603048.0,1753809712.0,1753887363.0,merged,closed_unmerged,False,77651.0,4127088,Azure/azure-sdk-for-python,same,302
42133,42196,Copilot,Copilot,Copilot,Copilot,1753133754.0,1753910092.0,1753316286.0,1759517765.0,closed_unmerged,closed_unmerged,False,593806.0,4127088,Azure/azure-sdk-for-python,same,326
2247,2249,OpenAI_Codex,OpenAI_Codex,bobzhang,bobzhang,1749633839.0,1749722354.0,1749634391.0,1749634865.0,merged,merged,False,474.0,749681472,moonbitlang/core,same,1
2252,2265,OpenAI_Codex,OpenAI_Codex,bobzhang,bobzhang,1749647995.0,1749991278.0,1749788678.0,1749989150.0,closed_unmerged,closed_unmerged,False,200472.0,749681472,moonbitlang/core,same,15
2252,2266,OpenAI_Codex,OpenAI_Codex,bobzhang,bobzhang,1749647995.0,1749991278.0,1749795663.0,1749800207.0,closed_unmerged,merged,False,4544.0,749681472,moonbitlang/core,same,16
2254,2255,OpenAI_Codex,OpenAI_Codex,bobzhang,bobzhang,1749653568.0,1749950374.0,1749684112.0,1750661211.0,closed_unmerged,merged,False,266262.0,749681472,moonbitlang/core,same,19
2255,2302,OpenAI_Codex,OpenAI_Codex,bobzhang,bobzhang,1749684112.0,1750661211.0,1750400772.0,1751550448.0,merged,closed_unmerged,False,260439.0,749681472,moonbitlang/core,same,31
147,148,OpenAI_Codex,OpenAI_Codex,estruyf,estruyf,1749192544.0,1750406501.0,1749198395.0,1749198557.0,merged,merged,False,162.0,726072067,estruyf/vscode-demo-time,same,11
147,158,OpenAI_Codex,OpenAI_Codex,estruyf,estruyf,1749192544.0,1750406501.0,1750173836.0,1750175165.0,merged,merged,False,1329.0,726072067,estruyf/vscode-demo-time,same,14
147,160,OpenAI_Codex,OpenAI_Codex,estruyf,estruyf,1749192544.0,1750406501.0,1750175308.0,1754233996.0,merged,closed_unmerged,False,231193.0,726072067,estruyf/vscode-demo-time,same,16
159,161,OpenAI_Codex,OpenAI_Codex,estruyf,estruyf,1750175266.0,1750740800.0,1750240980.0,1750262611.0,merged,merged,False,21631.0,726072067,estruyf/vscode-demo-time,same,19
160,161,OpenAI_Codex,OpenAI_Codex,estruyf,estruyf,1750175308.0,1754233996.0,1750240980.0,1750262611.0,closed_unmerged,merged,False,21631.0,726072067,estruyf/vscode-demo-time,same,20
1907,1918,Copilot,Copilot,Copilot,Copilot,1748944472.0,1750446844.0,1749214547.0,1749221710.0,merged,merged,False,7163.0,221931137,celestiaorg/celestia-core,same,43
2074,2095,Copilot,Copilot,Copilot,Copilot,1750972139.0,1751305996.0,1751285501.0,1751298928.0,closed_unmerged,merged,False,13427.0,221931137,celestiaorg/celestia-core,same,178
2145,2308,Copilot,Copilot,Copilot,Copilot,1751651353.0,1756741840.0,1754847200.0,1754942673.0,closed_unmerged,merged,False,95473.0,221931137,celestiaorg/celestia-core,same,290
2233,2376,Copilot,Copilot,Copilot,Copilot,1753285843.0,1756742066.0,1756203784.0,1756208118.0,closed_unmerged,closed_unmerged,False,4334.0,221931137,celestiaorg/celestia-core,same,330
2234,2261,Copilot,Copilot,Copilot,Copilot,1753292046.0,1756741992.0,1753773903.0,1753846989.0,closed_unmerged,merged,False,73086.0,221931137,celestiaorg/celestia-core,same,334
36453,36918,Cursor,Cursor,Twixes,Twixes,1754924077.0,1756214274.0,1755697266.0,1755704557.0,closed_unmerged,merged,False,7291.0,235901813,PostHog/posthog,same,1
36453,36992,Cursor,Cursor,Twixes,Twixes,1754924077.0,1756214274.0,1755790486.0,1755800897.0,closed_unmerged,closed_unmerged,False,10411.0,235901813,PostHog/posthog,same,2
37243,37306,Cursor,Cursor,Twixes,Twixes,1756308892.0,1756725858.0,1756392067.0,1756508709.0,merged,merged,False,116642.0,235901813,PostHog/posthog,same,3
38920,39241,OpenAI_Codex,OpenAI_Codex,webjunkie,Twixes,1759321810.0,1760542853.0,1759838507.0,1759860676.0,closed_unmerged,merged,False,22169.0,235901813,PostHog/posthog,same,5
39163,39522,Copilot,Copilot,Copilot,Copilot,1759750795.0,1760442319.0,1760206615.0,1760442336.0,closed_unmerged,closed_unmerged,False,235704.0,235901813,PostHog/posthog,same,7
2052,2063,OpenAI_Codex,OpenAI_Codex,carlosvirreira,DonKoko,1758208358.0,1759156281.0,1758815781.0,1758863958.0,merged,merged,False,48177.0,600113513,Shelf-nu/shelf.nu,same,76
2068,2069,OpenAI_Codex,OpenAI_Codex,carlosvirreira,carlosvirreira,1759158420.0,1761215652.0,1759172648.0,1759218906.0,closed_unmerged,merged,False,46258.0,600113513,Shelf-nu/shelf.nu,same,94
2072,2092,OpenAI_Codex,OpenAI_Codex,carlosvirreira,carlosvirreira,1759242768.0,1759756389.0,1759742738.0,1759751574.0,closed_unmerged,merged,False,8836.0,600113513,Shelf-nu/shelf.nu,same,142
2122,2126,OpenAI_Codex,OpenAI_Codex,carlosvirreira,carlosvirreira,1760612019.0,1760963023.0,1760700959.0,1760706977.0,merged,merged,False,6018.0,600113513,Shelf-nu/shelf.nu,same,191
2122,2129,OpenAI_Codex,OpenAI_Codex,carlosvirreira,carlosvirreira,1760612019.0,1760963023.0,1760960307.0,1760965688.0,merged,closed_unmerged,False,2716.0,600113513,Shelf-nu/shelf.nu,same,192
3285,3327,Copilot,Copilot,Copilot,Copilot,1756309899.0,1758787695.0,1757018808.0,1757023263.0,closed_unmerged,merged,False,4455.0,607729034,operately/operately,same,252
3285,3349,Copilot,Copilot,Copilot,Copilot,1756309899.0,1758787695.0,1757323890.0,1757422507.0,closed_unmerged,closed_unmerged,False,98617.0,607729034,operately/operately,same,261
3337,3376,Copilot,Copilot,Copilot,Copilot,1757087874.0,1757758119.0,1757428132.0,1757620417.0,closed_unmerged,merged,False,192285.0,607729034,operately/operately,same,414
3345,3349,Copilot,Copilot,Copilot,Copilot,1757323450.0,1757427737.0,1757323890.0,1757422507.0,closed_unmerged,closed_unmerged,False,98617.0,607729034,operately/operately,same,427
3473,3478,Copilot,Copilot,Copilot,Copilot,1758556358.0,1758631681.0,1758623359.0,1758642067.0,merged,merged,False,8322.0,607729034,operately/operately,same,491
1077,1089,Copilot,Copilot,Copilot,Copilot,1757439202.0,1758483754.0,1758022898.0,1758024630.0,closed_unmerged,merged,False,1732.0,45490972,frostwire/frostwire,same,20
1077,1114,Copilot,Copilot,Copilot,Copilot,1757439202.0,1758483754.0,1758410603.0,1758415825.0,closed_unmerged,merged,False,5222.0,45490972,frostwire/frostwire,same,27
1078,1120,Copilot,Copilot,Copilot,Copilot,1757439239.0,1758473153.0,1758463634.0,1758483690.0,closed_unmerged,merged,False,9519.0,45490972,frostwire/frostwire,same,47
1145,1146,Copilot,Copilot,Copilot,Copilot,1758827015.0,1758978395.0,1758828511.0,1761415903.0,merged,closed_unmerged,False,149884.0,45490972,frostwire/frostwire,same,64
1160,1162,Copilot,Copilot,Copilot,Copilot,1759355804.0,1759435136.0,1759424478.0,1759435065.0,closed_unmerged,merged,False,10587.0,45490972,frostwire/frostwire,same,89
252698,253010,Copilot,Copilot,Copilot,Copilot,1751057263.0,1754171588.0,1751294869.0,1751388373.0,closed_unmerged,merged,False,93504.0,41881900,microsoft/vscode,same,2210
253063,253997,Copilot,Copilot,Copilot,Copilot,1751309679.0,1755288445.0,1751575912.0,1751575951.0,closed_unmerged,closed_unmerged,False,39.0,41881900,microsoft/vscode,same,2844
261104,267490,Copilot,Copilot,Copilot,Copilot,1754938512.0,1760027498.0,1758291722.0,1758385877.0,closed_unmerged,closed_unmerged,False,94155.0,41881900,microsoft/vscode,same,5009
261795,268694,Copilot,Copilot,Copilot,Copilot,1755256277.0,1761055923.0,1758992363.0,1758992370.0,closed_unmerged,closed_unmerged,False,7.0,41881900,microsoft/vscode,same,5531
266979,269395,Copilot,Copilot,Copilot,Copilot,1757972575.0,1760034338.0,1759338936.0,1759531621.0,closed_unmerged,closed_unmerged,False,192685.0,41881900,microsoft/vscode,same,7041
355,394,Copilot,Copilot,Copilot,Copilot,1750435969.0,1757355649.0,1751560419.0,1751917813.0,closed_unmerged,merged,False,357394.0,898171798,microsoft/fabric-cicd,same,18
363,383,Copilot,Copilot,Copilot,Copilot,1750970440.0,1753724399.0,1751402318.0,1751479486.0,closed_unmerged,merged,False,77168.0,898171798,microsoft/fabric-cicd,same,35
386,389,Copilot,Copilot,Copilot,Copilot,1751469724.0,1751908752.0,1751481241.0,1751490789.0,merged,merged,False,9548.0,898171798,microsoft/fabric-cicd,same,42
466,467,Copilot,Copilot,Copilot,Copilot,1754507751.0,1754513544.0,1754508190.0,1754573986.0,merged,closed_unmerged,False,5354.0,898171798,microsoft/fabric-cicd,same,50
467,473,Copilot,Copilot,Copilot,Copilot,1754508190.0,1754573986.0,1754522586.0,1757098663.0,closed_unmerged,closed_unmerged,False,51400.0,898171798,microsoft/fabric-cicd,same,53
4617,6098,Copilot,Copilot,Copilot,Copilot,1753930557.0,1760982590.0,1760662568.0,1760842446.0,closed_unmerged,closed_unmerged,False,179878.0,814403270,Comfy-Org/ComfyUI_frontend,same,3
4893,5290,Claude_Code,Claude_Code,huchenlei,viva-jinyi,1754842345.0,1759438480.0,1756716904.0,1757584866.0,closed_unmerged,merged,False,867962.0,814403270,Comfy-Org/ComfyUI_frontend,same,9
4893,5305,Claude_Code,Claude_Code,huchenlei,snomiao,1754842345.0,1759438480.0,1756833552.0,1756849303.0,closed_unmerged,merged,False,15751.0,814403270,Comfy-Org/ComfyUI_frontend,same,10
5290,5305,Claude_Code,Claude_Code,viva-jinyi,snomiao,1756716904.0,1757584866.0,1756833552.0,1756849303.0,merged,merged,False,15751.0,814403270,Comfy-Org/ComfyUI_frontend,same,12
6097,6098,Copilot,Copilot,Copilot,Copilot,1760662471.0,1760984156.0,1760662568.0,1760842446.0,merged,closed_unmerged,False,179878.0,814403270,Comfy-Org/ComfyUI_frontend,same,15
16057,17104,Copilot,Copilot,Copilot,Copilot,1749009281.0,1757403765.0,1754545501.0,1754548959.0,closed_unmerged,merged,False,3458.0,136202695,mlflow/mlflow,same,169
17962,17964,Copilot,Copilot,Copilot,Copilot,1758859908.0,1758944219.0,1758859923.0,1758875546.0,merged,merged,False,15623.0,136202695,mlflow/mlflow,same,601
17964,17968,Copilot,Copilot,Copilot,Copilot,1758859923.0,1758875546.0,1758859952.0,1758963458.0,merged,merged,False,15594.0,136202695,mlflow/mlflow,same,624
18138,18389,Copilot,Copilot,Copilot,Copilot,1759730326.0,1761200043.0,1760778969.0,1760790956.0,merged,merged,False,11987.0,136202695,mlflow/mlflow,same,737
18156,18157,Copilot,Copilot,Copilot,Copilot,1759804718.0,1759808628.0,1759806114.0,1759810109.0,merged,merged,False,2514.0,136202695,mlflow/mlflow,same,751
20,23,Copilot,Copilot,Copilot,Copilot,1749398723.0,1750769269.0,1749429266.0,1749430269.0,closed_unmerged,merged,False,1003.0,988545158,aavetis/PRarena,same,0
20,28,Copilot,Copilot,Copilot,Copilot,1749398723.0,1750769269.0,1749477887.0,1749479720.0,closed_unmerged,merged,False,1833.0,988545158,aavetis/PRarena,same,1
975,1026,Copilot,Copilot,Copilot,Copilot,1758631889.0,1758890905.0,1758865041.0,1758865076.0,closed_unmerged,closed_unmerged,False,35.0,1036865607,githubnext/gh-aw,same,632
1077,1082,Copilot,Copilot,Copilot,Copilot,1758979934.0,1759419440.0,1759003508.0,1759013918.0,merged,merged,False,10410.0,1036865607,githubnext/gh-aw,same,773
1296,1303,Copilot,Copilot,Copilot,Copilot,1759818710.0,1759846886.0,1759843013.0,1759849027.0,merged,merged,False,3873.0,1036865607,githubnext/gh-aw,same,1244
1725,1788,Copilot,Copilot,Copilot,Copilot,1760500926.0,1761041615.0,1760585715.0,1760588702.0,closed_unmerged,closed_unmerged,False,2987.0,1036865607,githubnext/gh-aw,same,1756
1732,1739,Copilot,Copilot,Copilot,Copilot,1760507483.0,1760580173.0,1760526908.0,1760527838.0,closed_unmerged,merged,False,930.0,1036865607,githubnext/gh-aw,same,1924
1622,1623,Copilot,Copilot,Copilot,Copilot,1760661008.0,1760671523.0,1760665660.0,1760679978.0,merged,closed_unmerged,False,5863.0,4213474,Humanizr/Humanizer,same,5
1623,1624,Copilot,Copilot,Copilot,Copilot,1760665660.0,1760679978.0,1760671582.0,1761059678.0,closed_unmerged,merged,False,8396.0,4213474,Humanizr/Humanizer,same,6
1624,1627,Copilot,Copilot,Copilot,Copilot,1760671582.0,1761059678.0,1760683271.0,1760733202.0,merged,closed_unmerged,False,49931.0,4213474,Humanizr/Humanizer,same,8
1624,1628,Copilot,Copilot,Copilot,Copilot,1760671582.0,1761059678.0,1760722154.0,1760732422.0,merged,closed_unmerged,False,10268.0,4213474,Humanizr/Humanizer,same,9
1625,1627,Copilot,Copilot,Copilot,Copilot,1760682626.0,1760748040.0,1760683271.0,1760733202.0,merged,closed_unmerged,False,49931.0,4213474,Humanizr/Humanizer,same,10
12599,12774,Copilot,Copilot,Copilot,Copilot,1753839519.0,1757841773.0,1754207879.0,1754213523.0,closed_unmerged,closed_unmerged,False,5644.0,599431918,oxc-project/oxc,same,49
12734,12737,Copilot,Copilot,Copilot,Copilot,1754068718.0,1754665780.0,1754068935.0,1754137006.0,closed_unmerged,closed_unmerged,False,68071.0,599431918,oxc-project/oxc,same,533
12767,12768,Copilot,Copilot,Copilot,Copilot,1754150126.0,1754191427.0,1754152447.0,1754396245.0,closed_unmerged,merged,False,38980.0,599431918,oxc-project/oxc,same,713
12884,13088,Copilot,Copilot,Copilot,Copilot,1754580510.0,1758874239.0,1755171812.0,1755181600.0,closed_unmerged,closed_unmerged,False,9788.0,599431918,oxc-project/oxc,same,800
13206,13207,Copilot,Copilot,Copilot,Copilot,1755586433.0,1755592198.0,1755590254.0,1755664806.0,closed_unmerged,merged,False,1944.0,599431918,oxc-project/oxc,same,1062
